Transported,HomePlanet = Europa,HomePlanet = Earth,CryoSleep = False,Destination = TRAPPIST-1e,Destination = 55 Cancri e,VIP = False,abf = B,abf = F,abf = A,abf = G,abf = E,abf = D,abf = C,lr = S,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,num
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,1.337052569,0.749254038,-0.286670331,-0.181998653,-0.276647509,-0.247829295,-1.241022899
TRUE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.057739544,-0.328444276,0.323577194,-0.27071384,-0.274869219,-0.262830278,-0.889558098
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,0.151479273,-0.292066274,-0.287297513,1.175511099,-0.276647509,-0.269007154,0.164836304
FALSE,-0.569834357,-1.111108607,0.732727877,-1.532430448,1.956784077,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.12747915,1.60868434,-0.210781379,7.61E-16,-0.276647509,-0.269007154,-0.538093297
FALSE,-0.569834357,0.899898497,0.732727877,-1.532430448,1.956784077,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.336697967,-0.340570277,-0.286670331,-0.290800297,-0.276647509,0.293088512,-0.186628497
TRUE,-0.569834357,-1.111108607,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,1.127833752,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.164836304
TRUE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-2.010448504,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.5924877
FALSE,-0.569834357,0.899898497,0.732727877,-1.532430448,1.956784077,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-1.034094024,0.283918761,-0.287297513,-0.289126426,-0.276647509,0.330149765,0.516301105
FALSE,-0.569834357,0.899898497,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,-1.940708898,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.5924877
FALSE,-0.569834357,0.899898497,-1.364606148,-1.532430448,1.956784077,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,1.406792175,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.5924877
FALSE,-0.569834357,0.899898497,-1.364606148,-1.532430448,1.956784077,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,0.012000061,-0.340570277,-0.287297513,7.61E-16,-0.276647509,-0.269007154,-1.5924877
TRUE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,-1.313052447,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.5924877
FALSE,-0.569834357,0.899898497,-1.364606148,-1.532430448,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,-1.940708898,-4.31E-16,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.5924877
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,-1.522271264,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.5924877
FALSE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,-0.334739541,4.145384838,-0.306592156,-1.032805209,-0.545916784,1.144864812,-0.28604315,-0.175303167,-0.276647509,-0.269007154,-1.5924877
TRUE,1.754694065,-1.111108607,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,-0.334739541,-0.241204376,3.261286844,0.968125409,2.313407049,-0.340570277,-0.287297513,7.61E-16,-0.276647509,-0.269007154,-0.889558098
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.964354418,-0.340570277,-0.146181692,-0.290800297,0.610719266,-0.269007154,0.516301105
FALSE,1.754694065,-1.111108607,0.732727877,-1.532430448,1.956784077,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,-0.334739541,-0.241204376,3.261286844,-1.032805209,0.36069809,-0.307223775,3.521575275,-0.290800297,1.001943094,0.020423582,-1.5924877
FALSE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,0.988354541,1.364648575,-0.287297513,-0.063153779,-0.233968546,-0.269007154,1.219230707
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,0.221218878,-0.340570277,0.245806698,-0.155216709,0.111908884,0.130724929,-0.186628497
TRUE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,1.267312964,-0.016199757,-0.287297513,2.071032328,-0.276647509,0.815475693,1.570695507
TRUE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-1.870969292,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,1.570695507
TRUE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.61565639,-4.31E-16,-0.287297513,2.638474752,0.603606105,-0.269007154,1.570695507
TRUE,1.754694065,-1.111108607,-1.364606148,-1.532430448,1.956784077,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,-0.334739541,4.145384838,-0.306592156,0.968125409,-0.057739544,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.241022899
FALSE,-0.569834357,-1.111108607,0.732727877,-1.532430448,1.956784077,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,-0.334739541,4.145384838,-0.306592156,-1.032805209,-0.406437573,0.847777794,0.31730538,-0.290800297,0.568929448,-0.269007154,-1.241022899
FALSE,-0.569834357,0.899898497,0.732727877,-1.532430448,1.956784077,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.964354418,-0.340570277,0.021275748,-0.210454468,-0.258864608,0.084839568,1.219230707
FALSE,-0.569834357,0.899898497,0.732727877,-1.532430448,1.956784077,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.61565639,0.499155274,-0.164997135,-0.290800297,2.04046453,-0.269007154,-1.5924877
FALSE,-0.569834357,0.899898497,-1.364606148,-1.532430448,1.956784077,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,0.081739667,-0.340570277,-0.287297513,7.61E-16,-0.276647509,-0.269007154,-1.241022899
TRUE,-0.569834357,0.899898497,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.824875207,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-0.889558098
FALSE,1.754694065,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,3.18716328,-0.724587687,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,1.127833752,-0.340570277,-0.184439759,-0.215476082,1.955995749,0.485454062,-0.538093297
FALSE,-0.569834357,0.899898497,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,1.825229809,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-0.538093297
TRUE,-0.569834357,0.899898497,-1.364606148,-1.532430448,1.956784077,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-1.731490081,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-0.538093297
TRUE,-0.569834357,0.899898497,-1.364606148,-1.532430448,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.545916784,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-0.538093297
FALSE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.545916784,1.129707311,-0.287297513,0.010496565,-0.276647509,-0.212532864,-1.5924877
TRUE,-0.569834357,-1.111108607,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.685395996,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.5924877
FALSE,-0.569834357,0.899898497,0.732727877,-1.532430448,1.956784077,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,0.430437696,0.856872295,-0.287297513,-0.290800297,-4.55E-16,-0.269007154,-1.241022899
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,1.894969415,-0.340570277,-0.217053193,-0.290800297,0.949483536,-0.156940985,-0.889558098
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,2.48E-16,-0.334507276,-0.287297513,-0.287452555,3.88721883,-0.269007154,0.516301105
TRUE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.266958361,-0.340570277,-0.287297513,2.953162586,-0.276647509,-0.268124743,-1.241022899
TRUE,1.754694065,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,5.740491271,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-1.870969292,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.241022899
TRUE,1.754694065,-1.111108607,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,5.740491271,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,0.639656513,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.241022899
TRUE,1.754694065,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,5.740491271,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.12747915,0.082323999,0.092147249,5.356841999,-0.02235202,-0.266359921,-1.241022899
FALSE,-0.569834357,0.899898497,-1.364606148,-1.532430448,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,0.500177301,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.867765906
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.476177178,-0.272361522,0.400093328,-0.043067322,0.947705246,-0.268124743,-0.889558098
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,2.313407049,-0.340570277,0.08399389,-0.290800297,-0.261532043,-0.246946884,-0.538093297
TRUE,-0.569834357,-1.111108607,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.964354418,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-0.186628497
TRUE,-0.569834357,0.899898497,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,0.290958484,-0.340570277,-0.287297513,7.61E-16,-0.276647509,-0.269007154,-0.538093297
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,2.313407049,-0.339054526,-0.191338755,0.03895238,-0.276647509,0.136901804,0.516301105
TRUE,-0.569834357,0.899898497,-1.364606148,-1.532430448,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,-2.010448504,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-1.5924877
TRUE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.755135601,-0.339054526,-0.125484705,0.455746372,-0.276647509,-0.269007154,-1.5924877
FALSE,-0.569834357,0.899898497,0.732727877,-1.532430448,1.956784077,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.545916784,2.609079399,-0.2640918,-0.290800297,-0.276647509,-0.247829295,0.164836304
FALSE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,2.48E-16,0.861419545,-0.287297513,-0.287452555,-0.051693807,-0.269007154,-0.186628497
TRUE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,0.918614935,1.003900054,-0.287297513,-0.275735454,-0.271312638,-0.269007154,0.516301105
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.685395996,-0.052577759,-0.287297513,-0.28243094,-0.275758364,0.371623072,-0.538093297
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.824875207,-0.316318275,1.07055027,-0.290800297,-0.276647509,-0.223121793,-0.186628497
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-1.034094024,-0.340570277,-0.286670331,-0.290800297,-0.276647509,0.668995504,0.867765906
FALSE,-0.569834357,-1.111108607,0.732727877,-1.532430448,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,-0.334739541,4.145384838,-0.306592156,-1.032805209,0.569916907,-0.270845772,-0.235241454,0.944516838,-0.276647509,-0.258418224,-0.538093297
TRUE,1.754694065,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,-0.334739541,-0.241204376,3.261286844,0.968125409,0.918614935,-0.339054526,4.979144905,-0.290800297,-0.276647509,0.1774927,-0.538093297
TRUE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.12747915,-0.117755013,-0.287297513,1.413200846,-0.276647509,-0.269007154,1.219230707
TRUE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.057739544,-0.319349775,-0.287297513,1.876863239,-0.276647509,-0.269007154,0.164836304
FALSE,1.754694065,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,-0.334739541,-0.241204376,3.261286844,0.968125409,0.639656513,-0.340570277,3.375442004,-0.290800297,0.008768057,8.249786503,-0.186628497
FALSE,-0.569834357,0.899898497,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,-1.10383363,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-0.538093297
FALSE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,0.918614935,10.88507489,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.516301105
TRUE,-0.569834357,-1.111108607,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-1.870969292,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.516301105
TRUE,-0.569834357,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-1.452531658,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.516301105
TRUE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.336697967,0.702265786,-0.287297513,-0.290800297,-0.276647509,-0.254006171,-0.186628497
TRUE,1.754694065,-1.111108607,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,-0.334739541,-0.241204376,3.261286844,0.968125409,0.779135724,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.164836304
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,0.988354541,-0.020747007,-0.287297513,-0.290800297,0.290627043,0.183669576,0.867765906
TRUE,-0.569834357,-1.111108607,-1.364606148,-1.532430448,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,-0.645859833,2.987053643,-0.241204376,-0.306592156,0.968125409,1.127833752,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.164836304
TRUE,-0.569834357,0.899898497,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,0.430437696,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.164836304
TRUE,-0.569834357,0.899898497,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.197218756,-4.31E-16,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.516301105
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,-0.12747915,-0.339054526,0.14984794,-0.238910282,-0.109488237,-0.269007154,-1.5924877
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.685395996,-0.340570277,-0.287297513,0.830693579,-0.275758364,-0.239005187,1.570695507
TRUE,-0.569834357,0.899898497,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-2.010448504,-0.340570277,-0.287297513,7.61E-16,-0.276647509,-0.269007154,1.570695507
TRUE,-0.569834357,0.899898497,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-1.801229687,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,1.570695507
FALSE,1.754694065,-1.111108607,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,5.740491271,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,1.755490204,-0.340570277,0.470337648,-0.290800297,-0.273980074,0.293088512,-0.889558098
FALSE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.197218756,-0.340570277,0.249569786,-0.28243094,-0.248194867,-0.269007154,-1.241022899
TRUE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.197218756,-0.340570277,1.47570947,1.311094687,-0.276647509,-0.192237416,-1.241022899
FALSE,-0.569834357,0.899898497,0.732727877,-1.532430448,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-0.406437573,0.130828002,-0.019491045,0.589656089,-0.243749141,-0.269007154,1.570695507
TRUE,-0.569834357,0.899898497,0.732727877,0.652483097,-0.510983801,0.153054262,-0.313722542,-0.724587687,-0.174181079,1.548145454,-0.334739541,-0.241204376,-0.306592156,-1.032805209,-1.870969292,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,-0.889558098
TRUE,-0.569834357,-1.111108607,-1.364606148,0.652483097,-0.510983801,0.153054262,-0.313722542,1.379936457,-0.174181079,-0.645859833,-0.334739541,-0.241204376,-0.306592156,0.968125409,0.151479273,-0.340570277,-0.287297513,-0.290800297,-0.276647509,-0.269007154,0.164836304
